"brand","model","regdate","max","min","count","average","median"
"honda","forza 300 (nhập khẩu)","2005","19000000","19000000","3","19000000.0","19000000"
"honda","forza 300 (nhập khẩu)","2008","125000000","125000000","1","125000000.0","125000000"
"honda","forza 300 (nhập khẩu)","2014","23000000","23000000","1","23000000.0","23000000"
"honda","forza 300 (nhập khẩu)","2019","280000000","280000000","1","280000000.0","280000000"
"honda","fuma","2008","5500000","1650000","5","4730000.0","5500000"
"honda","fuma","2010","4500000","4000000","46","4489130.434782608","4500000.0"
"honda","fuma","2011","6000000","6000000","48","6000000.0","6000000.0"
"honda","fuma","2013","3500000","3500000","1","3500000.0","3500000"
"honda","fuma","2014","6000000","6000000","1","6000000.0","6000000"
"honda","future","1981","2800000","2800000","1","2800000.0","2800000"
"honda","future","1983","12000000","12000000","1","12000000.0","12000000"
"honda","future","1984","17500000","10000000","24","17187500.0","17500000.0"
"honda","future","1985","1000000","1000000","2","1000000.0","1000000.0"
"honda","future","1986","17500000","17500000","24","17500000.0","17500000.0"
"honda","future","1988","11000000","3200000","32","3940625.0","3900000.0"
"honda","future","1989","100000000","19500000","51","30549019.60784314","19500000"
"honda","future","1990","25000000","2000000","124","19054032.258064516","14000000.0"
"honda","future","1991","42000000","19500000","15","36066600.0","42000000"
"honda","future","1994","18000000","2000000","43","17474418.604651164","18000000"
"honda","future","1995","32000000","32000000","30","32000000.0","32000000.0"
"honda","future","1996","2300000","2300000","1","2300000.0","2300000"
"honda","future","1997","30000000","2500000","41","17097560.975609757","17000000"
"honda","future","1998","50000000","8000000","257","23004669.26070039","17000000"
"honda","future","1999","300000000","1000000.0","2416","30455697.433774833","16500000.0"
"honda","future","2000","999888000","1000000","16062","20370721.409351263","16800000.0"
"honda","future","2001","15000000000","1000000","26345","50845364.433364965","17500000"
"honda","future","2002","567567000","1200000","12889","19604324.540305685","16000000"
"honda","future","2003","90000000","1250000","7154","19833616.298434444","16000000.0"
"honda","future","2004","10800000000","1000000","11643","23898833.183371983","18000000"
"honda","future","2005","3000000000","18","27238","21006763.922534693","17800000.0"
"honda","future","2006","1600000000","1000000","34696","24208263.011413418","22500000.0"
"honda","future","2007","24500000000000.0","1000.0","38545","665998367.7004281","24850000"
"honda","future","2008","15000000000","10000.0","36834","32230040.255823422","31000000.0"
"honda","future","2009","6000000000","37000","27760","36936106.4175072","37000000.0"
"honda","future","2010","9999994000","27500.0","30502","46314524.485378005","28000000.0"
"honda","future","2011","1450000000.0","32","27872","31524636.92677239","30000000.0"
"honda","future","2012","13500000000","10.0","14827","71746190.22081338","15800000"
"honda","future","2013","14000000000","17.0","16004","31936504.474943765","15800000.0"
"honda","future","2014","25000000000.0","9000.0","12188","25207451.782983262","16500000.0"
"honda","future","2015","165000000","18000","16109","17790673.97107207","17000000"
"honda","future","2016","85000000","1000000","16003","18937293.070049364","18800000"
"honda","future","2017","1234567000","1350000","16408","22223985.0273647","22000000.0"
"honda","future","2018","12345568000","1234000.0","22554","54114447.32127339","24500000.0"
"honda","future","2019","999999000","1000000","38405","27648715.664887384","27900000"
"honda","future","2020","999999000","27","28640","32720835.848568436","29500000.0"
"honda","future","2021","355000000","27","8237","36856608.66504795","31500000"
"honda","future","trước năm 1980","14500000.0","14500000.0","2","14500000.0","14500000.0"
"honda","future (nhập khẩu)","1992","18000000","18000000","1","18000000.0","18000000"
"honda","future (nhập khẩu)","1995","15200000","15200000","1","15200000.0","15200000"
"honda","future (nhập khẩu)","1999","13000000.0","13000000.0","2","13000000.0","13000000.0"
"honda","future (nhập khẩu)","2000","70000000","1800000","641","22533697.347893916","15800000"
"honda","future (nhập khẩu)","2001","40000000","1234000","321","18077049.84423676","16500000"
"honda","future (nhập khẩu)","2002","22900000","10000000","153","13837908.496732026","16500000"
"honda","future (nhập khẩu)","2003","17800000","11000000","356","15206741.573033707","14800000.0"
"honda","future (nhập khẩu)","2004","18500000","10000000","265","14345660.37735849","14800000"
"honda","future (nhập khẩu)","2005","19500000","1234000","98","6228979.591836735","1234000.0"
"honda","future (nhập khẩu)","2006","18500000","8500000","59","14686440.677966101","14800000"
"honda","future (nhập khẩu)","2007","48600000","13800000","267","15446816.479400748","14800000"
"honda","future (nhập khẩu)","2008","23800000","2800000","4","10250000.0","7200000.0"
"honda","future (nhập khẩu)","2009","44500000","3000000","19","18673684.210526317","3000000"
"honda","future (nhập khẩu)","2011","40000000","2200000","9","35800000.0","40000000"
"honda","future (nhập khẩu)","2014","18000000","18000000","1","18000000.0","18000000"
"honda","future (nhập khẩu)","2020","69000000","5000000","46","15434782.608695652","12750000.0"
"honda","future (nhập khẩu)","2021","37500000","37500000","11","37500000.0","37500000"
"honda","kpr","2001","130000000","130000000","49","130000000.0","130000000"
"honda","kpr","2002","13500000","13500000","71","13500000.0","13500000"
"honda","kpr","2007","18000000","18000000","7","18000000.0","18000000"
"honda","kpr","2008","26500000","26500000","61","26500000.0","26500000"
"honda","kpr","2011","4600000","4600000","51","4600000.0","4600000"
"honda","kpr","2012","19000000","17500000","24","18125000.0","17500000.0"
"honda","kpr","2015","49500000","22000000","39","32576923.076923076","22000000"
"honda","kpr","2016","36000000","20990000","57","27957017.54385965","25000000"
"honda","kpr","2017","44000000","18000000","71","22354366.1971831","18000000"
"honda","kpr","2018","54000000","15700000","128","22038281.25","25000000.0"
"honda","kpr","2019","30900000","30900000","60","30900000.0","30900000.0"
"honda","kpr","2020","29000000","29000000","27","29000000.0","29000000"
"honda","kpr (nhập khẩu)","2011","6000000","6000000","31","6000000.0","6000000"
"honda","kpr (nhập khẩu)","2020","22000000","22000000","62","22000000.0","22000000.0"
"honda","lead","1981","70000000","7700000","19","11415789.47368421","8000000"
"honda","lead","1982","15000000","15000000","9","15000000.0","15000000"
"honda","lead","1983","35000000","35000000","159","35000000.0","35000000"
"honda","lead","1984","60000000","60000000","1","60000000.0","60000000"
"honda","lead","1985","6000000","6000000","1","6000000.0","6000000"
"honda","lead","1986","22000000","22000000","37","22000000.0","22000000"
"honda","lead","1987","3000000","3000000","1","3000000.0","3000000"
"honda","lead","1993","11500000","3500000","33","3742424.242424242","3500000"
"honda","lead","1994","1000000","1000000","1","1000000.0","1000000"
"honda","lead","1996","20000000","18000000","3","19000000.0","19000000"
"honda","lead","1997","58000000","58000000","1","58000000.0","58000000"
"honda","lead","1998","6000000","1500000","62","1616129.0322580645","1500000.0"
"honda","lead","1999","20000000","8000000","64","14046875.0","14000000.0"
"honda","lead","2000","33500000.0","8300000","126","10276190.476190476","11500000.0"
"honda","lead","2001","22500000","7000000","64","21806250.0","22500000.0"
"honda","lead","2002","4000000","3500000","63","3701587.301587302","3700000"
"honda","lead","2003","36900000.0","6800000","19","9826315.789473685","8000000"
"honda","lead","2004","22500000","2000000","77","16255844.155844156","17500000"
"honda","lead","2005","17000000","2500000","179","9190502.79329609","7200000"
"honda","lead","2006","24800000","1000000","59","9633898.305084746","8800000"
"honda","lead","2007","3200000000","1500000","4207","9294702.876158783","9000000"
"honda","lead","2008","12800000000","1500000","11972","44861368.11009021","8900000.0"
"honda","lead","2009","14500000000","1150000","33212","34319555.311333254","10000000.0"
"honda","lead","2010","12900000000","95","63335","38330855.39158443","10800000"
"honda","lead","2011","13500000000","11900","37989","13509500.021058727","11500000"
"honda","lead","2012","13500000000","10500","55560","13671545.043196544","10900000.0"
"honda","lead","2013","13500000000","17500","58186","15897536.755645689","11500000.0"
"honda","lead","2014","999999000","10000.0","61946","17279473.831353113","18500000.0"
"honda","lead","2015","789000000","1000.0","47315","19155259.45998098","22500000"
"honda","lead","2016","150000000","1000000","21968","24536463.082119446","25000000.0"
"honda","lead","2017","270000000","1234000","23226","27388403.8438388","26300000.0"
"honda","lead","2018","3300003000","1000000","59847","26731844.787541565","24500000"
"honda","lead","2019","999999000","1000000","45411","30376755.78007531","28800000"
"honda","lead","2020","600000000","1000000","33503","38767640.24117243","33000000"
"honda","lead","2021","250000000","6900000","4777","43281259.577140465","35600000"
"honda","lead (nhập khẩu)","2002","7400000","7400000","1","7400000.0","7400000"
"honda","lead (nhập khẩu)","2007","12900000","3500000","87","5398850.574712643","4500000"
"honda","lead (nhập khẩu)","2008","8000000000","2900000","334","677761976.0479041","7350000.0"
"honda","lead (nhập khẩu)","2009","13500000","6800000","563","8883618.11722913","8500000"
"honda","lead (nhập khẩu)","2010","14600000","1100000","51","9537254.901960785","8900000"
"honda","lead (nhập khẩu)","2011","13600000","14800","193","10538225.906735752","11500000"
"honda","lead (nhập khẩu)","2012","14000000","7000000","177","9130508.474576272","8800000"
"honda","lead (nhập khẩu)","2015","17000000","17000000","61","17000000.0","17000000"
"honda","lead (nhập khẩu)","2017","18800000","10000000","2","14400000.0","14400000.0"
"honda","lead (nhập khẩu)","2018","10000000","10000000","12","10000000.0","10000000.0"
"honda","lead (nhập khẩu)","2019","50500000","48000000","16","50343750.0","50500000.0"
"honda","lead (nhập khẩu)","2020","7990000","5000000","16","5330625.0","5000000.0"
"honda","lead (nhập khẩu)","2021","5000000","5000000","82","5000000.0","5000000.0"
"honda","monkey","1982","4000000","4000000","1","4000000.0","4000000"
"honda","monkey","1988","10500000","10500000","15","10500000.0","10500000"
"honda","monkey","1990","45000000","45000000","23","45000000.0","45000000"
"honda","monkey","1992","150000000","60000000","62","148548387.0967742","150000000.0"
"honda","monkey","1995","11000000","11000000","16","11000000.0","11000000.0"
"honda","monkey","1996","280000000","12500000","63","271841269.84126985","280000000"
"honda","monkey","1997","42000000","6900000","18","40050000.0","42000000.0"
"honda","monkey","1998","48000000","48000000","1","48000000.0","48000000"
"honda","monkey","1999","13500000","13500000","1","13500000.0","13500000"
"honda","monkey","2000","100000000","12000000","62","98580645.16129032","100000000.0"
"honda","monkey","2001","17300000","3500000","16","14925000.0","16500000.0"
"honda","monkey","2002","27000000","3200000","41","26273170.731707316","27000000"
"honda","monkey","2003","27000000","12000000","2","19500000.0","19500000.0"
"honda","monkey","2005","45000000","2800000","3","22266666.666666668","19000000"
"honda","monkey","2006","25000000","2300000","68","4519117.647058823","2300000.0"
"honda","monkey","2007","48000000","2200000","29","35196551.72413793","35000000"
"honda","monkey","2008","2300000","2200000","2","2250000.0","2250000.0"
"honda","monkey","2009","32000000","2500000","63","13619047.61904762","13500000"
"honda","monkey","2010","39500000","1500000","81","6401234.567901234","2000000"
"honda","monkey","2012","17500000","12500000","2","15000000.0","15000000.0"
"honda","monkey","2013","16800000","16800000","1","16800000.0","16800000"
"honda","monkey","2014","21000000","5600000","71","7329577.464788732","7600000"
"honda","monkey","2015","44500000","14500000","3","28166666.666666668","25500000"
"honda","monkey","2016","14900000","3900000","3","8766666.666666666","7500000"
"honda","monkey","2017","40000000","8400000","149","20851006.711409397","11700000"
"honda","monkey","2018","620000000","6868000","201","22544616.915422887","20000000"
"honda","monkey","2019","93000000","12800000","441","60481632.653061226","65000000"
"honda","monkey","2020","115000000","5000000","922","70479245.11930586","72000000.0"
"honda","monkey","2021","85000000","25000000","772","74246891.16968912","78000000.0"
"honda","monkey  (nhập khẩu)","2011","12000000","12000000","1","12000000.0","12000000"
"honda","monkey  (nhập khẩu)","2018","65000000","65000000","1","65000000.0","65000000"
"honda","monkey (nhập khẩu)","2001","7500000","7500000","5","7500000.0","7500000"
"honda","monkey (nhập khẩu)","2012","6700000","6700000","61","6700000.0","6700000"
"honda","monkey (nhập khẩu)","2019","86900000","63459000","97","63700659.793814436","63459000"
"honda","monkey (nhập khẩu)","2020","70000000","68000000","102","69196078.43137255","70000000.0"
"honda","msx 125","1981","7000000","7000000","1","7000000.0","7000000"
"honda","msx 125","1990","12600000","12600000","30","12600000.0","12600000.0"
"honda","msx 125","1994","6500000","6500000","1","6500000.0","6500000"
"honda","msx 125","1995","50000000","50000000","1","50000000.0","50000000"
"honda","msx 125","2003","3000000","2700000","11","2945454.5454545454","3000000"
"honda","msx 125","2004","35000000","20000000","122","22622950.81967213","25000000.0"
"honda","msx 125","2005","2300000","2300000","56","2300000.0","2300000.0"
"honda","msx 125","2006","6800000","3000000","126","6769841.26984127","6800000.0"
"honda","msx 125","2007","16000000","3800000","2","9900000.0","9900000.0"
"honda","msx 125","2008","38800000","1400000","189","17794708.994708996","19300000"
"honda","msx 125","2009","20000000","1950000","72","4337500.0","2800000.0"
"honda","msx 125","2010","30000000","2500000","215","9258139.53488372","7500000"
"honda","msx 125","2011","19500000","9500000","101","11202970.297029704","12200000"
"honda","msx 125","2012","36000000","8000000","228","20703508.771929823","14700000.0"
"honda","msx 125","2013","63000000","4000000","29","30475862.068965517","27800000"
"honda","msx 125","2014","120000000","1238000","1391","31577658.88713156","26900000"
"honda","msx 125","2015","165000000","1200000","6274","27510598.023589417","27000000.0"
"honda","msx 125","2016","333363000","8888.0","6548","29891551.90714722","27000000.0"
"honda","msx 125","2017","89999000.0","1238000","7774","30539929.122716747","29950000.0"
"honda","msx 125","2018","333444000","1000000","18741","31985962.221866496","33000000"
"honda","msx 125","2019","137000000","1237000","32979","31710474.453440066","32000000"
"honda","msx 125","2020","3456789000","1000000","19783","34577446.646110296","35500000"
"honda","msx 125","2021","80000000","18800000","4030","41726724.31761786","45000000.0"
"honda","msx 125 (nhập khẩu)","2011","40000000","40000000","1","40000000.0","40000000"
"honda","msx 125 (nhập khẩu)","2013","48000000","21000000","27","23518518.51851852","21000000"
"honda","msx 125 (nhập khẩu)","2014","38000000","20000000","234","27029059.829059828","27800000.0"
"honda","msx 125 (nhập khẩu)","2015","65000000","19500000","731","32074965.800273597","27500000"
"honda","msx 125 (nhập khẩu)","2016","45000000","22000000","1089","27329752.066115703","28000000"
"honda","msx 125 (nhập khẩu)","2017","45800000","23000000","550","29390363.636363637","26900000.0"
"honda","msx 125 (nhập khẩu)","2018","42500000","16800000","2736","25988486.842105262","23500000.0"
"honda","msx 125 (nhập khẩu)","2019","56000000","17800000","2627","28088047.20213171","28500000"
"honda","msx 125 (nhập khẩu)","2020","45000000","16000000","1609","29594778.74456184","28500000"
"honda","msx 125 (nhập khẩu)","2021","48000000","21000000","544","33267830.88235294","29800000.0"
"honda","nova","1984","39000000","7000000","6","12333333.333333334","7000000.0"
"honda","nova","1985","34500000","9000000","136","14161764.705882354","15000000.0"
"honda","nova","1989","10000000000","13500000","47","227861702.1276596","13500000"
"honda","nova","1990","55000000","55000000","1","55000000.0","55000000"
"honda","nova","1991","7500000","7500000","1","7500000.0","7500000"
"honda","nova","1992","16500000","16500000","1","16500000.0","16500000"
"honda","nova","1993","45000000","12800000","6","21116666.666666668","16500000.0"
"honda","nova","1994","140000000","1000000","1175","79332396.59574468","96000000"
"honda","nova","1995","250000000","1650000","2002","97434859.14085914","115000000.0"
"honda","nova","1996","12000000000","1800000","534","1434526882.022472","70000000.0"
"honda","nova","1997","150000000","5000000","370","83626659.45945945","115000000.0"
"honda","nova","1998","175000000","1000000","1000","74208412.0","55400000.0"
"honda","nova","1999","141000000","8000000","447","57229977.62863535","48000000"
"honda","nova","2000","178000000","1800000","883","60446001.13250283","32000000"
"honda","nova","2001","420000000","1000000","1239","86670736.07748184","60000000"
"honda","nova","2002","13000000000","1000000","391","137614902.81329924","21000000"
"honda","nova","2003","162800000","7000000","120","45804166.666666664","22900000.0"
"honda","nova","2004","999999999","4500000","132","64477272.70454545","59000000.0"
"honda","nova","2005","125000000","3000000","31","25612903.225806452","14000000"
"honda","nova","2006","136000000","2500000","117","55336752.136752136","51000000"
"honda","nova","2007","168000000","1800000","371","76951347.70889488","60000000"
"honda","nova","2008","138000000","2300000","36","20511111.111111112","3500000.0"
"honda","nova","2009","143000000","1600000","288","58959722.222222224","15000000.0"
"honda","nova","2010","120000000","2000000","503","9673363.817097416","8000000"
"honda","nova","2011","90000000","1500000","247","12281781.376518218","9500000"
"honda","nova","2012","75000000","1500000","31","17709677.419354837","16500000"
"honda","nova","2013","35000000","2900000","136","14527941.176470589","12000000.0"
"honda","nova","2014","28000000","3500000","169","7548520.710059172","6800000"
"honda","nova","2015","60000000","1800000","167","21962874.251497004","24500000"
"honda","nova","2016","103000000","6500000","202","51905940.59405941","38000000.0"
"honda","nova","2017","115000000","3981000","345","37855226.08695652","21000000"
"honda","nova","2018","130000000","9500000","104","99865384.61538461","125000000.0"
"honda","nova","2019","120000000","1500000","193","71936787.56476684","58000000"
"honda","nova","2020","222000000","1000000","549","44193140.25500911","48500000"
"honda","nova","2021","150000000","10800000","258","63631007.751937985","59000000.0"
"honda","nova (nhập khẩu)","1995","129000000","119000000","23","121608695.6521739","119000000"
"honda","nova (nhập khẩu)","2000","98000000","98000000","19","98000000.0","98000000"
"honda","nova (nhập khẩu)","2009","120000000","120000000","1","120000000.0","120000000"
"honda","nova (nhập khẩu)","2017","47000000","47000000","1","47000000.0","47000000"
"honda","pcx","2000","43500000.0","31000000.0","3","35833333.333333336","33000000.0"
"honda","pcx","2002","54000000","52500000","2","53250000.0","53250000.0"
"honda","pcx","2004","36000000","31000000","201","33154228.85572139","33000000"
"honda","pcx","2005","29000000","20000000","120","24341666.666666668","27000000.0"
"honda","pcx","2006","36500000","1600000","2","19050000.0","19050000.0"
"honda","pcx","2007","47000000","47000000","21","47000000.0","47000000"
"honda","pcx","2008","61300000","22000000","96","48720833.333333336","61300000.0"
"honda","pcx","2009","45000000","6500000","129","31016279.06976744","29900000"
"honda","pcx","2010","123456000","2250000","4511","28158280.86898692","25000000"
"honda","pcx","2011","3000000000","1000000","18517","36396934.74347897","24000000"
"honda","pcx","2012","6277282000","1000000","12915","51520502.980565235","23800000"
"honda","pcx","2013","80000000","2655000","6989","22377008.728001144","21500000"
"honda","pcx","2014","360000000","45000.0","12842","29103556.93100763","30000000.0"
"honda","pcx","2015","1234556789","33500","28090","26086960.081132077","21800000.0"
"honda","pcx","2016","160000000","50.0","13669","32718174.292632964","34000000"
"honda","pcx","2017","120000000","1000000","10758","35089239.80935118","36500000.0"
"honda","pcx","2018","175000000","1000000","23536","35067216.526172675","29500000.0"
"honda","pcx","2019","635000000","71","13220","46459071.607034795","47500000.0"
"honda","pcx","2020","3200000000","15000000","7857","56580773.8322515","55000000"
"honda","pcx","2021","120000000","12000000","926","51981317.49460043","45500000.0"
"honda","pcx (nhập khẩu)","2004","38700000","36700000","184","37895652.17391305","38700000.0"
"honda","pcx (nhập khẩu)","2006","29500000","29500000","22","29500000.0","29500000.0"
"honda","pcx (nhập khẩu)","2009","170000000","37500000","55","61590909.09090909","60000000"
"honda","pcx (nhập khẩu)","2010","77777000","15500000","1147","31680698.343504794","29500000"
"honda","pcx (nhập khẩu)","2011","45000000","18500000","1009","27809018.83052527","30000000"
"honda","pcx (nhập khẩu)","2012","42000000.0","17000000","430","22809788.372093022","23800000.0"
"honda","pcx (nhập khẩu)","2013","32000000","18000000","454","18838986.78414097","19500000.0"
"honda","pcx (nhập khẩu)","2014","62000000","17500000","1261","21613402.06185567","21000000"
"honda","pcx (nhập khẩu)","2015","93000000","17500000","659","18409559.93930197","17800000"
"honda","pcx (nhập khẩu)","2016","108000000","18600000","408","33263480.39215686","22500000.0"
"honda","pcx (nhập khẩu)","2017","19500000","18500000","256","18852734.375","18600000.0"
"honda","pcx (nhập khẩu)","2018","48800000","25000000","2","36900000.0","36900000.0"
"honda","pcx (nhập khẩu)","2019","85000000","75000000","2","80000000.0","80000000.0"
"honda","pcx (nhập khẩu)","2020","2678000","2678000","1","2678000.0","2678000"
"honda","pcx (nhập khẩu)","2021","169000000","90000000","175","149042857.14285713","149000000"
"honda","ps","1980","35000000","35000000","2","35000000.0","35000000.0"
"honda","ps","1982","1650000","1650000","1","1650000.0","1650000"
"honda","ps","1991","15000000","15000000","1","15000000.0","15000000"
"honda","ps","2000","44000000.0","38000000","2","41000000.0","41000000.0"
"honda","ps","2001","25000000","20500000","62","24177419.35483871","24000000.0"
"honda","ps","2002","32000000","6000000","200","18299000.0","18900000.0"
"honda","ps","2003","47000000","13900000","307","17842084.690553747","18200000"
"honda","ps","2004","30500000","12000000","565","20196976.991150443","19500000"
"honda","ps","2005","37300000","2499000","303","24247521.452145215","19300000"
"honda","ps","2006","456789000","3000.0","3876","43789376.418988645","34000000.0"
"honda","ps","2007","750000000","45000.0","14114","36455360.72807142","33800000.0"
"honda","ps","2008","450000000","45000.0","11957","35974475.11917705","32800000"
"honda","ps","2009","695000000.0","1.0","2625","39487650.666666664","38500000"
"honda","ps","2010","100000000","1000000","2397","32352409.67876512","26800000"
"honda","ps","2011","170000000.0","7000000","1305","28784980.842911877","24500000"
"honda","ps","2012","58000000","16500000","2386","25306747.69488684","25500000.0"
"honda","ps","2013","48000000","9500000","1271","24514390.243902437","22500000"
"honda","ps","2014","408000000.0","16200000","488","26419139.344262294","22500000.0"
"honda","ps","2015","45000000","1000.0","368","30747557.06521739","31800000.0"
"honda","ps","2016","210000000","20000000","103","36993203.883495145","42000000"
"honda","ps","2017","88000000","20600000","280","31592500.0","28000000.0"
"honda","ps","2018","45000000","9000000","267","25916104.86891386","18600000"
"honda","ps","2019","55000000","35500000","27","48903703.7037037","55000000"
"honda","ps","2020","160000000","1000000","202","56023950.49504951","65000000.0"
"honda","ps","2021","200000000","32900000","88","132865909.0909091","98000000.0"
"honda","ps","trước năm 1980","35000000.0","17000000.0","4","26000000.0","26000000.0"
"honda","ps (nhập khẩu)","2005","24500000","24500000","1","24500000.0","24500000"
"honda","ps (nhập khẩu)","2006","41000000","3200000","367","31766482.28882834","30000000"
"honda","ps (nhập khẩu)","2007","68000000","19000000","1870","34726186.631016046","33000000.0"
"honda","ps (nhập khẩu)","2008","80000000","12000000","953","31066911.84679958","31500000"
"honda","ps (nhập khẩu)","2009","65000000","21900000","170","39066470.5882353","38000000.0"
"honda","ps (nhập khẩu)","2010","220000000","13000000","315","29411746.031746034","21000000"
"honda","ps (nhập khẩu)","2011","19800000","19800000","11","19800000.0","19800000"
"honda","ps (nhập khẩu)","2012","42888000","16800000","44","26276727.272727273","32000000.0"
"honda","ps (nhập khẩu)","2013","45000000","45000000","1","45000000.0","45000000"
"honda","ps (nhập khẩu)","2014","38000000","26500000","10","33150000.0","32000000.0"
"honda","ps (nhập khẩu)","2015","31800000","20000000","2","25900000.0","25900000.0"
"honda","ps (nhập khẩu)","2017","89000000","88000000","3","88333333.33333333","88000000"
"honda","ps (nhập khẩu)","2019","24600000","24600000","1","24600000.0","24600000"
"honda","ps (nhập khẩu)","2020","32000000","32000000","1","32000000.0","32000000"
"honda","rebel","1980","5200000","5200000","1","5200000.0","5200000"
"honda","rebel","1984","180000000","30000000","55","93800000.0","95000000"
"honda","rebel","1985","260000000","35000000","330","221457575.75757575","245000000.0"
"honda","rebel","1986","195000000","25000000","158","96012658.2278481","39000000.0"
"honda","rebel","1987","79999000","35000000","34","42999882.35294118","38000000.0"
"honda","rebel","1988","155000000","40000000","10","71300000.0","56000000.0"
"honda","rebel","1989","60000000","20000000","3","45666666.666666664","57000000"
"honda","rebel","1990","160000000","6200000","74","25962162.162162162","22000000.0"
"honda","rebel","1991","125000000","29500000","145","74372413.79310344","73000000"
"honda","rebel","1992","150000000","20000000","374","89628342.2433155","94000000.0"
"honda","rebel","1993","120000000","1238000","618","88651158.57605179","92000000.0"
"honda","rebel","1994","140000000","9500000","129","25925581.395348836","27000000"
"honda","rebel","1995","165000000","1000000","475","57034526.315789476","40000000"
"honda","rebel","1996","245000000","9000000","235","65450629.787234046","62000000"
"honda","rebel","1997","139000000","7500000","608","71261480.26315789","63000000.0"
"honda","rebel","1998","135000000","1000000","1815","60470990.86721763","55000000"
"honda","rebel","1999","110000000","8900000","702","75434350.42735043","82000000.0"
"honda","rebel","2000","150000000.0","1237000","698","54094371.06017192","48000000.0"
"honda","rebel","2001","80000000","7000000","181","50569060.77348066","52000000"
"honda","rebel","2002","110000000","25000000.0","269","74875464.68401487","68000000"
"honda","rebel","2003","76000000","16900000","59","42845762.711864404","45000000"
"honda","rebel","2004","66000000","3000000","96","51072916.666666664","60000000.0"
"honda","rebel","2005","50000000","1500000","331","43070996.97885197","45000000"
"honda","rebel","2006","135000000","12700000","91","44794505.494505495","39000000"
"honda","rebel","2007","110000000","6000000","433","49297921.478060044","65000000"
"honda","rebel","2008","185000000","3500000","752","35986867.02127659","34500000.0"
"honda","rebel","2009","230000000","1239000","1239","75469326.87651332","39000000"
"honda","rebel","2010","260000000","3000000.0","1620","79419554.18271606","45000000.0"
"honda","rebel","2011","215000000","8000000","1001","33082661.33866134","34000000"
"honda","rebel","2012","105000000","8888000","3141","34489316.14135626","34500000"
"honda","rebel","2013","51000000","14500000","303","37177557.75577558","42500000"
"honda","rebel","2014","310000000","2999000","2087","64612467.17776713","26800000"
"honda","rebel","2015","350000000","1500000","2324","72867790.4475043","33000000.0"
"honda","rebel","2016","295000000","5000000","5534","31771342.60932418","28500000.0"
"honda","rebel","2017","173000000","1200000","4856","30178830.313014828","28600000.0"
"honda","rebel","2018","285000000","10000.0","7915","64176418.698673405","48000000"
"honda","rebel","2019","349000000","85","6588","96707008.51320583","92000000.0"
"honda","rebel","2020","12000000000","1200000","8066","184427310.8108108","89000000.0"
"honda","rebel","2021","189000000","6868000","3260","93799576.07361963","88500000.0"
"honda","rebel (nhập khẩu)","1987","45000000","45000000","1","45000000.0","45000000"
"honda","rebel (nhập khẩu)","1995","145000000","129000000","44","137909090.9090909","135000000.0"
"honda","rebel (nhập khẩu)","1996","85000000","39000000","7","78428571.42857143","85000000"
"honda","rebel (nhập khẩu)","1997","75000000","35000000","118","55118644.06779661","72000000.0"
"honda","rebel (nhập khẩu)","1998","120000000.0","40000000","277","43362815.884476535","40000000"
"honda","rebel (nhập khẩu)","1999","95000000","45000000","26","46923076.92307692","45000000.0"
"honda","rebel (nhập khẩu)","2000","95000000","56800000","2","75900000.0","75900000.0"
"honda","rebel (nhập khẩu)","2007","75000000","24000000","31","69483870.96774194","75000000"
"honda","rebel (nhập khẩu)","2008","45000000","45000000","1","45000000.0","45000000"
"honda","rebel (nhập khẩu)","2009","15000000.0","13000000","3","14333333.333333334","15000000.0"
"honda","rebel (nhập khẩu)","2010","75000000","2500000","451","44270509.97782705","38000000"
"honda","rebel (nhập khẩu)","2011","52000000","28500000","183","50363387.978142075","50000000"
"honda","rebel (nhập khẩu)","2012","45000000","31000000","206","34512135.9223301","34500000.0"
"honda","rebel (nhập khẩu)","2014","36000000","23800000","5","32660000.0","34500000.0"
"honda","rebel (nhập khẩu)","2015","38600000.0","26800000","291","28023367.6975945","28500000"
"honda","rebel (nhập khẩu)","2016","230000000","24500000","2278","29787708.516242318","29000000.0"
"honda","rebel (nhập khẩu)","2017","189000000","14800000","3617","30961349.184406966","28600000"
"honda","rebel (nhập khẩu)","2018","168000000","28500000","2753","37393389.03014893","34500000"
"honda","rebel (nhập khẩu)","2019","230000000","25500000","479","78754697.28601253","82500000"
"honda","rebel (nhập khẩu)","2020","95000000","78000000","209","85719712.91866028","86868000"
"honda","rebel (nhập khẩu)","2021","84800000","81500000","117","83353846.15384616","84800000"
"honda","rebel 300","2008","40000000","40000000","1","40000000.0","40000000"
"honda","rebel 300","2010","65000000","65000000","1","65000000.0","65000000"
"honda","rebel 300","2012","62000000","57000000","2","59500000.0","59500000.0"
"honda","rebel 300","2017","97000000","93000000","2","95000000.0","95000000.0"
"honda","rebel 300","2018","120000000","1500000","512","93185544.921875","90500000.0"
"honda","rebel 300","2019","140000000","79000000","755","91520585.43046358","93000000"
"honda","rebel 300","2020","145000000","78000000","589","89473765.70458405","87000000"
"honda","scoopy","1993","12750000.0","9000000","3","11500000.0","12750000.0"
"honda","scoopy","1995","17000000","10000000","14","16392857.142857144","17000000.0"
"honda","scoopy","1996","41000000","7200000","70","18781428.57142857","19500000.0"
"honda","scoopy","1997","18000000","6500000","58","16120689.655172413","16500000.0"
